KE283,71BE10
GJ8757,780C8A
SC4975,780B6B
5J181,7583E8
TW203,71C235
9C8917,780B57
3U8991,780F32
NH731,85E27C
HU7031,780AE9
G9621,89634A
9C8710,780EDE
EU2741,781022
AF222,3949EF
ME575,748019
6E3955,800C17
JW905,846B34
SU1893,424304
EK420,89639C
SU505,4248F7
RL8857,4243ED
9C8920,7811B2
EK21,896191
LY27,7380C0
3U8819,7803F3
EK926,89644A
AY131,461F50
EY214,896429
OD632,7502C3
NS3248,78116B
ZH9621,781284
CZ6337,78088A
BA124,400610
JL2001,8511CA
Y87501,780BDE
NH53,8686AA
MF8104,780824
EK530,89607D
JD5523,780779
AK504,75043F
EK656,8963D5
UO552,780AA0
LJ241,71C017
CA904,780314
EY246,89643D
AK854,750465
DE352,3C49E8
TK5598,4BAA42
6E872,8007CB
PR428,7583E2
9W411,8007C1
EK432,8960D4
PS788,5081E7
8L9745,7810C1
HO1138,780F99
CX465,780A97
AK1490,750286
QR9,06A149
WY106,70C0A4
TR426,76D034
HO1288,781057
MF8313,7808D6
LY1,738041
MU5620,78119B
LY5,738073
9W2093,8007C3
VZ300,885963
3K721,76AA70
I5548,800BEA
HX231,780AB0
3U8161,780CED
6E863,800C37
6E218,8007CA
SQ890,76CE2C
SV481,7103D7
6E146,800756
8L9545,780433
JL307,86EF6A
BT797,502CCF
CZ6299,780594
LN252,01807A
QR704,06A100
6E765,800AF5
SC8424,780C8F
CA1871,780C42
SC4837,7806EA
FM9307,7800F3
DD3144,881047
EK318,896190
AK5744,750464
MU2249,79A036
HU7611,7808A0
QR2,06A064
HO1011,780422
MF8087,78042D
AF217,3949F3
HD113,8404F4
BR188,899054
CA4343,78090F
EY651,89643F
MH2505,75020E
MU2143,7805EF
FZ782,8964CF
MI512,76B4EE
FZ984,8962BE
UL504,770591
IX412,8003F2
SC8843,781119
BR192,899063
EK150,896187
MF8029,780EAB
CA631,780299
6E643,8005F7
CA1971,7808A7
WY412,70C0DF
QV916,708026
HU7488,780DBD
CZ3115,780E06
PR896,758303
MF8001,7802E5
MI750,76B4EF
7G31,841B6A
TK70,4BA95A
JH6801,84174C
SC8825,780DEC
WY674,70C0EE
6E171,503C61
CA810,780298
SC8753,78067C
PR2968,758081
EU2775,780EB6
SC4751,7812D6
ZH9432,780D66
CI601,8991B2
RQ10,700029
BR281,89904A
EK309,8963EF
FD3064,88084F
OM311,682643
MM133,86CF89
AZ814,300067
AI114,800736
TK885,4BAB47
KE479,71C275
NH577,868428
FX5328,A76535
MI424,76B441
CX772,7801C9
WY844,70C0AD
KE697,71BF17
TK52,4BA9E8
CA1893,7808C7
PN6213,780EF2
NH8518,861B03
DP426,4245A9
AE1855,8990F6
SC1181,780C8E
AI549,80058A
EY254,89625A
PN6281,780D45
ZH9955,780D00
G9668,8964DA
SU2469,424598
6E456,800C63
TK883,4BAACC
BS334,702077
EK182,8960D0
JL643,861AE4
MM153,86D2D9
NH772,86DA5C
7L7979,3005E1
9C8985,78067E
FM9189,780D2E
JL905,86EF01
PS794,5083C9
FD3001,880443
GK403,841EBC
HU7710,780818
MU2205,7804B9
OZ112,71C258
EK204,896472
S7778,4242CA
MF8122,7802E8
TK371,4BA930
VJ212,8880C2
FD101,880847
KN5215,780D62
CA4005,798037
VJ125,8880D8
6E282,8007DD
6J53,86CE81
NH561,86DC90
EY658,89625C
NH641,86E466
AI851,800BE5
LQ668,70E05F
6E133,800AF0
EK10,896456
U62804,424616
WY331,70C0F1
FD630,880C41
TK323,4BAA70
EY273,8961C1
EK7,896458
PG289,8840F4
MU5402,780C00
BL793,888088
RS744,71BF90
6E995,800BB7
SV896,710052
LX238,4B17F9
EK520,896114
KU1544,706006
HD15,8745FF
SC8725,780DE8
MU2251,7805BB
3U8701,780C29
MU5177,780FEE
TK781,4BAA88
MS840,0100A8
KN5925,7811B3
9C8843,78121E
J9142,706202
9H8301,7811D3
OZ731,71C286
NH673,863188
CZ606,78008F
JD5363,78037D
9W117,8007D9
QR59,06A0E1
FD556,88044A
TK712,4BA9CF
8L9995,781050
6E238,800623
SQ970,76CE67
DR5315,780D4C
PR2890,75807F
NH791,86EF03
6E702,80051B
9C8635,780C64
EK92,89639D
VN7552,888055
S73268,42455B
PC825,4B8E0E
HO1094,780F6B
JL505,861F00
CZ6379,798041
NH243,86D1DE
HU7147,78105B
G9440,896412
GF139,89406D
7C1102,71BF80
HU7785,780DC1
IT210,899023
6Q512,778827
DD4230,881054
3U8657,780C2E
JD5645,780D46
9W586,800707
S73270,4245B6
AK5640,75010A
TK878,4BB1E6
KU784,70602A
3K511,76AA69
SC8812,7803C5
HU7631,780550
VN105,8880A3
DD7510,88105A
GA862,8A0242
NH662,86785A
EK53,89611A
SC4955,78116C
MU2531,781231
ZH9137,7BB12B
PK763,760984
QR892,06A13C
JL91,867578
VN581,8880D5
AK866,750441
9C8659,780928
GY7151,7810A7
FX9098,A7A1A0
OS21,440BB8
CI188,8990AE
AQ1105,780E8C
CA4457,780320
MU9619,780DE1
QR289,06A09C
FD3226,88044D
9W61,8005A2
VJ505,888141
6E524,800B77
CA4319,780BF2
CA1461,7812DC
UB1,7041C4
ZH9931,7BB12A
LH716,3C4B26
6E416,800597
Z27124,758330
SQ319,76CEFA
EK544,896054
BC302,8681BA
Z2350,758233
3K555,76AA73
CA4401,78026E
QR8222,06A2C9
AE1819,899046
FZ332,896468
EK52,8960F8
CA160,780524
6E652,80064A
KE827,71C002
EK316,896110
I36608,735023
HO1149,780F0A
5J771,7582E7
MU2163,780CA5
G9407,89638D
SU264,424922
VJ162,888133
TR894,76BCC4
QR38,06A0FA
CA1619,780647
EU2235,780832
QR850,06A0AB
MU7833,780EBE
PK226,760997
3U8717,780CEE
FD396,88084E
MU2237,780106
FD508,880C45
5J782,758322
KN2301,780FFC
UO618,780AB4
XT402,8A04E0
NH642,86E0F9
U62450,42453A
TK376,4BA902
EK382,896189
SU1701,4249FE
PG260,884208
CZ6541,780D0F
6E489,800B59
EK76,8960E7
HX607,780A54
BC790,8681B0
HU490,780EF8
TK42,4BA9CE
KE621,71BD32
WY408,70C0C0
KN5827,7811B5
ET337,040076
CA1269,780020
VJ623,8880CC
BA123,40058A
NL769,7609CC
AK880,75045A
Z2432,758321
ET604,040105
BL780,8880C4
SU1871,4242B4
LJ21,71C016
QR1361,06A04B
CA1831,7811A3
EK4,896181
6E408,800519
HO1230,7806E4
TK428,4BAA0A
QF2,7C4922
OZ122,71C267
HO1217,7810EB
MF8668,780358
CI861,8990A1
6E713,800BB4
EY4,896342
HD82,841A6C
SL549,883292
CZ394,780F79
MU5332,780CA6
FD3510,88045A
KE796,71BD66
UL126,77044D
EK20,896479
UQ2517,780E7C
6E987,800B39
MF8160,7802A0
CA4251,798038
DD3124,881050
PK248,760982
CA1293,7806F8
EK582,8963E1
DD7910,881059
EK906,896175
UO396,780A83
9C8501,78061F
TK889,4BA913
6E811,800C0F
QR818,06A0F9
GF274,894065
SC8755,780E5C
I5779,800B09
UO3052,780A90
SQ402,76CE2A
3U8729,7810D4
GA143,8A03C5
TW281,71C086
CZ6521,780B72
EK144,8963DD
OZ1145,71BF54
BC705,8681B4
QR672,06A0F6
KE938,71BD38
9C8695,780D4B
8K802,882DA2
NU45,86EFA9
VN7221,88808C
EK43,8963F4
AK6351,75013F
ET407,040075
KA495,7801A1
KQ117,04C159
AI112,800742
NH771,86D906
SU1442,424315
PG229,884203
3U8881,7805BA
EK306,89618D
PR2835,758087
TK160,4BA9D0
HO1263,780533
6E6683,800B58
SG18,800700
SC4705,780D5A
MU2527,780CAD
CZ6441,7800A4
JL3100,851914
QR570,06A0C1
6E719,80064C
BR828,899072
IG3254,344508
VZ130,885962
CA1858,7808AC
3U8595,781015
SV143,7103D8
KU354,706026
BA105,4005B9
HU7607,780D65
HO1307,781056
ET3716,04008D
BK2851,780E3D
3U8865,780C2C
GS7528,780C6E
EK38,8963ED
CZ6257,7803CC
G8302,800C68
MF8647,780685
LJ77,71BF34
CA1985,780AD1
TK2236,4BA999
SL525,883293
TG637,885152
HD58,842194
RJ182,740825
HU7322,78097F
PC1723,4B8E19
H9556,70AA79
MH2660,750229
PN6271,78068F
EK232,896194
QR1407,06A041
JD5569,781297
FD3102,880450
FD3227,880452
NH294,861C10
CX415,78018D
MU9645,780C50
MF8267,7805D6
JD5281,780DF1
AI54,80052E
CA936,7807CE
QR930,06A0B3
CA4305,78028B
CX616,7801B4
AI497,80053D
MU5882,780059
SU1315,424270
5X80,A2BE96
HU7189,780C58
6E261,800C01
MF8393,780D75
G9484,896485
QR836,06A144
CX691,780AA4
KA857,780A7E
CI933,8991B0
OZ369,71BD15
TG675,880051
NH467,861B86
PG270,88420F
CZ6519,7806FE
MU2645,7805C9
OS25,440002
GK581,8474F0
QR8142,06A1E8
VJ240,888126
SN3293,44CDC2
TK2476,4BA901
CZ6243,781157
MU2402,780FF9
AK5108,750459
FZ589,896469
5X64,A7E6C7
TK2818,4BA8F6
BA199,406B05
ZH9870,7807A8
SU2135,424596
FX9796,A7818F
JL3103,85120E
UU976,3A2E22
LO171,48AD00
5J851,75829C
Z92105,6831F9
SQ631,76CEEF
SL749,8832A8
E5522,01013B
SU1165,424941
6E903,800BEC
AI933,8005EF
TK773,4BA92E
G9521,896466
MU747,781018
HU7744,780E2A
TK4123,4BA8CF
PG222,88420B
5J963,758329
BR395,89900E
EK188,896212
FD3437,880442
ET715,040141
B2736,510080
QR248,06A08D
JD5123,780E66
SU2093,424349
G8421,80072A
PR334,758306
CZ6348,7807C3
DR5305,780E7A
6J88,86CF4D
8K523,882DA3
OZ727,71BD78
SC8794,780AD3
S73210,424956
ID7171,8A0605
MU2929,7804B3
OD8602,7503C2
MU2397,780C04
6E251,800BF5
HU7211,7806B5
JD5577,781094
TK779,4BAA8D
EY269,89643E
SU6972,4248E7
AF276,394A03
SU1951,42458F
MU7677,780791
CI55,89900F
LO151,48AE81
6E379,80068D
D7504,7503A9
SG530,800BDC
MU5497,780F42
WY852,70C0C4
SU1131,424300
FM9171,7803E7
JL907,868DFC
CA1299,780BF4
GS6510,7811FE
MU2181,780856
NH1203,85DEE8
RU321,4240E6
EK564,896318
KE603,71BD87
CA1351,7804EA
MF8473,780E43
KB141,680008
7C1607,71C261
CI160,89901D
CZ8616,78051C
6E738,800602
EK781,89616A
7G76,841EFE
OZ107,71C038
D7378,7501E8
NH523,869278
PR300,7582F5
MU5223,79A076
3U8357,78095A
VN1201,88809E
OZ1055,71BF41
TU6009,02A193
MU5257,78119D
ZA212,70E03C
MU2867,780EF0
TK95,4BAA55
CA4515,780703
IJ1021,84091B
QR932,06A13D
WY281,70C0A2
CZ6181,7800AE
CA4369,7812E1
VJ303,888137
SM457,010194
CZ3220,780E07
OD1001,750403
QR806,06A066
QR223,06A027
EK302,896192
KE906,71BE44
JD5631,780D38
BC510,8681A8
JL642,851848
JL507,851BFE
8L9956,78101A
JD5176,780FA4
TK893,4BA90C
BR851,899076
NH859,86EB50
CA4431,78027A
JW130,846078
CZ6237,780015
CA4171,780867
CZ3677,781031
AK25,7503C8
JL306,861EBC
SU1883,424557
OZ576,71C257
HU7382,780FF1
ZO3000,7368E1
VN217,8880A5
5P5633,489C07
G8811,8007F7
EK376,896483
WE168,885311
BR68,8990DC
QR135,06A153
SQ607,76CE95
9W509,800B1C
6E656,800C12
JD5739,7800D5
JD5127,78042B
WE426,88530F
9C8911,780551
LY336,738065
AI493,80052C
NH244,8678C0
FD760,880C42
MU719,7812A5
BL786,8880F9
7G75,84B5EE
NH621,861ED6
CI701,8991BC
NH861,86CE8E
EK354,896198
TG651,885047
ZF2428,424561
AK423,750239
UO706,789206
JL454,86EF8C
AI263,800BEF
CX710,780A0A
MM103,86CF23
UO600,780AC1
UT804,424294
CA938,78115B
ME209,748021
MU5251,781232
JL309,85151A
AK520,7503E4
EU2217,780EF7
6E271,800C74
ET625,04000F
2G799,14F112
SV708,710105
HX690,780AAF
PC6581,4B8E0B
CZ3491,7802A5
JL883,8514B4
QR858,06A2B2
SQ422,76CDA2
ZH9501,7802BE
AE1857,8991A6
WY678,70C0C1
QR628,06A0C2
TK677,4BAAC1
CZ3681,780E41
HX336,780A6D
6E315,800B74
CZ3027,780770
5J962,75816E
HD62,846978
BA153,4005BC
MF8261,7807A1
8L9847,780E32
PC601,4B8E1A
9W2573,8001D2
MU5697,780659
EK636,896111
HD130,8470A0
MU5649,780C4F
NH245,867570
AI641,800C43
G8701,800BB9
KA937,7801AD
MU5183,7803EF
VJ137,8880E9
LJ231,71BD56
PC513,4B9069
HU7348,780E98
PR434,75839F
RS732,71C280
EK526,8963E2
HU7181,780E2E
BX116,71BF13
CZ6753,780DAF
HD14,840593
FZ657,8962BC
HX285,780AC2
PR214,75830A
CA4185,78057F
CX562,780134
BA163,406A34
OZ115,71C071
DR6525,780D4D
MM132,86D295
AI787,8001AC
EK612,89631B
AK5176,750140
SC4897,780577
AK5302,750436
FD420,88044E
HO1675,780DF5
EK164,896213
SQ915,76CE69
3U8917,780DDE
HO1168,7810E9
JD5550,780598
6E788,8004B5
6E288,80071A
ET707,040134
EP519,730607
NH940,840888
HU7312,780EA8
LX178,4B191B
CI70,899125
SV1056,71002B
CA1451,780FE0
9W818,8007C5
DR6513,780E11
OM223,682211
QU6131,5082CB
MM921,86CF45
ZE601,71C029
JL87,86D9FC
MU5101,7800F2
MI602,76B4E1
MU5640,79A04B
QR848,06A060
VN579,8880B3
CA411,780526
8L9619,780AFD
SG519,800BCA
CZ3009,780746
QR962,06A19D
CA1369,78000F
JH352,841024
HO1207,780754
HU6189,780513
KU358,70604D
HO1005,781055
G9414,896434
CZ3965,7804A8
S7810,42412F
SQ828,76CF29
PC701,4B8E0A
NH633,85DB54
KA452,7801C1
KE893,71C009
TK875,4BB1E4
KE706,71BD75
SG678,800BCE
JH143,841AE0
ZH9828,780471
NX602,780340
G8425,800C61
PS538,5082E6
SQ998,76CE83
CA932,780CB8
OZ721,71BF92
TK168,4BA9E6
SU5450,4240E1
HX112,780A99
TK681,4BA916
7G19,8417D6
MU726,79A066
HX453,780A8F
QR614,06A03C
LX138,4B1916
QR610,06A1BD
9C8603,78067F
MU212,780D1F
6E163,800466
IA214,728644
NH301,867816
CI170,8990AB
UK990,800BAF
FD251,880842
MF8401,780D76
CI781,89901B
MF8315,781111
VN1262,888054
CX907,789204
SU2355,424301
NL785,7609CE
TK44,4BA9EA
3U8947,780DDF
CZ3641,7802B0
SV456,71004A
G9517,8964E8
PN6309,780CC9
HU6166,78110A
PR668,758339
EK101,896218
CV7983,4D0117
JL372,851C20
CI113,8991A5
B3707,680006
MU765,7804B5
SG58,4BD153
TV9908,78085E
IK2561,42495B
U6300,4245AE
ZF6303,424281
SG921,4BD155
BL482,8880EC
CA4129,7810F7
G8101,800C05
CI903,8991A2
UK883,800C64
7C1382,71C239
BC4,8681AB
OZ1085,71BF93
KE2707,71BD73
LJ113,71C014
HU6169,780DD4
PK725,7608F9
NH806,86E866
ET701,04012B
NU53,8414A9
AI485,800BD4
ZH9101,7812E7
EK26,8963D9
9W685,80072B
HU7295,780459
ET705,040030
SZ213,515309
ET8801,04000B
HU7861,780D30
BL655,888146
VS300,406C3B
Z2235,75853A
OQ2093,78050A
CZ3624,780626
SV175,710071
KC871,48433E
MH2712,750237
HU7703,78097A
D7777,750074
SU1712,4243DF
VN301,8880F7
G8113,8007E5
CX509,78016D
BR106,8990CE
G8532,800549
VN168,88808A
JL624,851826
KE865,71C027
OM297,4CA350
KE819,71BD86
FX5154,ABF0C7
A9752,51408F
G8517,800BB8
SV1681,710089
MU2337,780094
EY424,89612C
JL311,861B06
CZ3615,781147
CZ3635,7808FB
5J110,7582E3
3U8961,78058A
SU5684,400166
CI922,8991BB
CA1835,7803AE
QR956,06A0BE
MF8430,780795
SG704,800BC7
CA4337,780DFC
JL477,851BDC
7G42,84C0AA
HU7541,780E28
MU721,780300
CI118,8990AA
CX407,780ABB
MU2035,780F6C
LH730,3C6702
SG471,80074D
QR640,06A042
IA116,728669
6E915,8007B0
MU5613,780558
SC8769,7809A8
MU5011,780B82
OQ2301,780C3A
N42485,4242C5
OM135,4CA1AA
KY8339,780CC1
FD311,880C43
FD642,880446
EK332,89617F
HU7315,78083F
9C8791,780EDD
JW907,841894
FD3417,880841
FX19,ABDE34
S7215,424251
FM9411,780F84
NH857,86EE7E
PR431,758309
CA4113,7802D4
7G43,841442
TG226,885046
6E159,800467
S73280,424549
JL562,85186A
LY388,738052
CA1405,780CB6
CX597,78016E
G8135,800C60
S7966,42456F
9W824,800C4D
SU1702,424567
JL813,86D974
PS374,508302
BX182,71BF63
KA486,780239
CZ6273,780248
6E861,800B75
BA109,4005BA
FZ583,8962AB
9W2055,80015E
BC7,8681B7
CX841,78022B
CZ3349,780410
KA905,780195
N4162,42434E
CX594,780132
CA4363,780C98
TG603,8850B5
GX8811,780428
CZ6374,7807DB
FZ69,89637B
3U8525,780E4D
SU1431,43BE87
HU7895,7807B4
TK6494,4BB14C
CZ8389,780730
MU5701,7812F6
G8305,800538
S24496,8001FE
6E541,800C1B
3U8409,7804D9
EK384,89647B
WE420,885314
KA802,78012A
Z2781,75033A
3U8365,780734
AK6412,75027E
NH816,86CF5A
MU2367,7809BD
EK322,8960EC
SC1169,780F6A
NH781,85C970
ZE611,71C231
NH674,86D921
CI181,8991A8
G8418,80051E
6J34,86CEA3
CZ8407,780BCB
AI273,80047A
HO1275,780B91
LH8296,3C706D
PA873,761487
IK730,4243F4
KZ109,845F9F
A67107,780423
TG402,880018
BC791,8681B6
GK351,847884
HD101,841E00
SG123,800BC8
9W201,800B1F
OZ361,71BA48
MM522,86D273
KZ254,841427
TG917,885175
EK71,896457
HO1009,780500
ET727,040126
VN216,8880E5
ZH9711,780303
JH362,845B9C
CZ6301,780749
SU5627,400160
KE722,71BF14
ZH9083,780D68
CZ3101,78070D
MM523,86CF67
HX363,780A31
NH851,86CED2
RJ722,74072D
SV734,710063
EK504,89620E
QR1345,06A091
AI469,800B44
HX611,780AB1
CZ301,78114A
TK159,4BAA03
MF8031,7810B0
OZ502,71BF75
KY8283,781245
CI154,8990A9
HO1021,7800D9
GK107,840CD8
EU2269,7808D7
CZ6321,7802ED
HU7079,7806E1
FJ391,C88018
NH543,85D7C0
3U8633,78050F
FD359,880448
LX256,4B1887
NH57,868338
SC4095,780894
MU5801,7812F4
JL2501,8515C4
CZ3523,780B14
ZH9941,780750
DP366,4343C9
KA626,780185
MI912,76B4E8
NH384,86DDF0
HU7805,78105E
FM9541,780116
EK346,8963F2
NH603,86D8FC
CZ6527,780C3F
SG191,800AF7
SV746,71018C
MU279,7807D5
G8329,800C69
BA31,406B21
PR358,7583A7
BL321,8880CB
G8390,8007D0
SM3353,0101BF
6E972,8008C2
CI753,899013
SU2113,4242E0
MS931,0100DE
KE691,71BE14
FZ835,89632F
UO3898,780AB5
NH54,8686EE
HU7325,780511
NH995,8675B4
SQ600,76CE99
CX438,780A58
SQ827,76CF28
CI156,899018
CA4177,78028C
6E1403,8007E1
SG136,80070F
BX745,71BF30
TR972,76BCC7
B7193,899071
CA1335,780635
CX5,780233
PG231,8840F7
CA4189,780649
9S275,AA8499
3U8775,79803E
GK102,84715C
JL509,868DDA
MF8389,780051
JL81,8675BC
OZ102,71BF36
ES220,89408A
KA825,7801D4
CZ6939,780429
6E51,800B11
RJ650,740736
CA4161,780F1E
CA831,780E77
HO1013,780753
KZ241,846DEF
9W619,80072C
PN6207,781241
FD5422,880844
TG323,885157
6E516,8007DE
HU7605,781060
SM993,0100E4
AI381,80073F
NH919,86D682
DD8301,881058
SV381,7100B8
PO947,ABB325
BA15,406A35
SC4097,780BE9
XY121,424792
WY124,70C0A7
EK510,8963DE
9W436,80040C
CZ3023,780CAF
KE113,71BD33
MI922,76B4E5
BR132,8990C7
MH72,750262
NH869,86CEB0
IB3320,342108
CI107,8991BD
JL20,86D5BE
AI914,800B30
CI6595,899104
NH675,86E4A6
5J617,7580C6
9W618,800C81
FM9213,781300
6E352,800718
RS712,71C266
CI5872,899106
PS5013,5082F0
FD650,880453
TK339,4BAA68
NS3203,780C0D
CI130,8991A3
3U8697,780071
3K533,76AA68
IY607,890021
5X58,A75039
VN218,888062
NH972,86D6A4
AK829,750111
HU7771,78129C
SV599,71005D
SG160,8005D5
PO748,A87108
JL821,8511EC
JL873,86D9B8
VJ214,88813B
OZ952,71BC23
TG659,88002D
NH372,86796C
MS650,0101BB
UK975,800B4B
PG104,8840F8
S7960,4249E1
ZE661,71C057
6E353,8004B4
BR829,89904E
UO1584,780A72
SU2429,424302
PC741,4B8E01
CZ3078,780379
IX396,80044D
6E229,800BBF
CI791,89901E
U6106,424052
ET413,04003B
6E6151,80071C
QR1149,06A0E0
MH1,750449
3U8402,7803E4
6E3612,80054C
LY326,738050
XY294,42414D
GS7839,78087C
NH834,861F5E
TK730,4BA9E4
FZ431,8963B6
NH585,86D310
SQ321,76CD6E
6J55,86D1F3
CX421,7801DC
JW800,8463B5
AI804,800C07
NH875,841344
HU7141,78110B
CI5148,89911C
JL433,851CCA
TR300,76D035
AK582,75015A
CX912,780A94
NH247,86D594
NE170,010141
CI5542,899102
FZ301,8963B5
AI459,80057A
JL142,8514F8
CZ6378,780627
SQ632,76CDAA
JL827,86E780
MS631,01010A
W51101,7335D8
HU7197,7811EF
6E985,800626
I5787,800B0A
KA863,7801C2
CA9653,780BF5
MU501,781104
HO1052,780BE7
TV9843,780BE6
ET453,040079
QR16,06A1BF
D8773,4CABA6
ZH9858,780667
TR996,76D033
7G12,84BD16
HU7077,7808E2
6E509,800C73
OZ351,71C256
DD8714,881042
G8128,800B0B
KE510,71C077
HU7779,7812A0
HD72,846D0C
TK419,4BA91A
CZ627,79A044
VN651,88808F
DR6529,780FA3
SU5612,4243E5
IX688,8003F3
DD7805,881057
MH81,75020F
Y87505,7804A1
MH2608,750245
ET501,040103
EK394,8960DD
SL119,883294
AI633,80053F
SG194,8001D9
TR902,76D241
MI772,76CC48
6E641,8006E1
ZF775,42432F
UQ2507,7802DA
NL791,7609CA
CZ6709,780BD7
EK658,896116
CA9509,780B44
EK766,89630C
8M335,704458
KE483,71C003
5J2591,7582B4
AI439,80073E
FT706,0101CB
CX3255,780232
Z2320,758042
JL3531,84C27A
6E112,800B92
WY658,70C0B9
GF6,894029
VJ258,8880EF
SU1949,155BD1
AI603,800C44
6J33,86CF09
KZ187,847183
ET713,040128
9W491,8000FD
AZ757,4CA8D1
6E132,800C72
NH246,861B42
HU7245,780DD0
EK701,8960F2
KA900,780162
AI776,800BE7
6E732,800BC1
WY692,70C054
SQ876,76CE66
6E158,800BA7
CZ6161,7802DF
LH680,3C6482
TR869,76BCC2
CA1310,780CBA
NH923,861EB4
3U8751,780DDD
6E523,8007CD
UK811,800C0C
HU7837,780DD1
NX886,78033F
KE813,71C240
MF8425,7800E6
AI803,800C08
TK829,4BA934
FM9301,7804B2
Z2612,758502
JL97,862D2E
CZ6401,780BD6
6E482,800C71
KE807,71C217
DV705,503C5B
8L9655,780567
NL751,76098D
CZ389,780B15
KE916,71C083
AK43,75033C
KU384,70602B
WY668,70C0E0
CZ3601,7807C5
NH836,86DA16
OS872,440130
AF191,3949E2
MS854,01002C
6E461,800C75
IT303,899024
3U8869,78080A
TK147,4BAA13
MF837,781113
TG634,880019
AI570,800413
QR8953,06A081
QR652,06A048
NH8503,86E488
PR313,758305
CZ3251,7802F5
FV5659,42431F
EK620,8960CD
XJ601,886283
FM9108,780F93
SU1743,424401
NL702,76098E
FD3213,880447
D7507,750073
6E199,800686
CZ3689,780773
WY902,70C0B0
TG663,880017
SQ860,76CD66
QR678,06A04E
FD3020,88084A
PK354,760995
SL753,88302A
KA633,780A4D
DR6577,78001D
MU7361,780B2B
CA1501,78076C
AI569,80047B
QR600,06A08F
MU5296,780556
6E101,800BC4
MU2589,781017
VZ101,885964
6J14,86CF2B
CZ8383,780BCD
5J383,75816D
MM282,86D57F
HY301,507C48
JL608,862D50
TG102,885172
N4210,424425
VJ769,888136
CX767,780A64
HU7732,781003
TG550,88001C
PR422,75830B
CZ3254,78051A
SV1321,71011F
ZH9751,780449
QR8975,06A1A4
TK796,4BA8F0
NQ8476,86D67E
CA181,78115C
KE657,71BC02
JI4804,734D26
SK995,45AC43
NH1202,862A60
KE2712,71BF51
NH454,8477C8
6E457,800BC0
BR265,8990B5
DD3210,881043
QR825,06A024
TG620,885156
KE35,71BF83
3U8597,780B66
WY686,70C0F0
ZA4679,70E03B
BR198,899077
SU1845,424377
BA157,400550
6E157,800625
SL8116,883289
YE5021,508340
9C8857,7810D7
Z21264,758044
HY779,507C42
FD3116,880851
CA185,780639
9W822,800754
CA940,7811A4
JL292,851C86
SG421,800BCC
HY231,507C46
Q9338,706258
HU7897,7800E1
VZ304,885961
S796,42404E
JL234,851C64
MF8607,7BB13A
SU1967,4242F2
PC871,4B9067
FD3037,880455
HO1179,780F35
CA139,7800DF
MH754,75031A
MH388,750260
OZ551,71C293
GK580,845BE4
PC859,4B8490
TR427,76D034
SV3462,4BBC65
TK90,4BA94E
SQ802,76CD69
EY316,89642B
VJ128,888151
6E245,80068B
CX474,780AB6
EY212,8963AB
PK234,760996
RJ267,740828
G8801,800BF8
KA375,78018A
IT284,899025
GK305,841794
8L9865,781074
AI675,800543
NH773,868094
HY661,507C3E
MS684,0101B9
NH703,85D098
UK751,800B24
JD5393,7802DC
PR410,758302
AF6750,3951C2
9W746,8005A1
NH352,8675D8
VS400,4066AB
TG641,885041
9W2315,800AFA
AI347,80073A
CZ3108,7808AF
MI752,76B4E9
IT2246,89902B
AK134,75043E
NS3287,7802DD
EK6,896199
NH734,85E27C
7C1303,71C088
SU1245,4243F0
SU513,424331
QR843,06A136
KC622,48435B
JL584,851CA8
S24395,80048A
SL801,883296
BL1032,888145
PC401,4BB844
NH735,86E11B
CZ385,7807C0
UB19,7041C3
NH809,86228C
Z2884,758395
PR407,75833C
HD19,861AFE
I51324,800C4C
6E458,80068F
3K519,76AA62
9C8987,7810D6
ME204,748016
5Y4516,A25188
EK356,8963E3
BG26,345310
VJ421,88814F
SQ850,76CE92
WY432,70C0BF
CZ3731,780264
FD102,880847
KA382,780183
QR8603,06A1A3
6E976,8007CC
MS664,0100A7
JL2385,84B79C
TG403,885105
SL702,883299
OZ711,71BC18
QS1286,49D38C
VJ126,888143
KC671,484339
NH553,867904
TK711,4BA9C1
5X104,A3D91F
BC502,868042
6E586,800469
SV3113,4CC3F2
AI525,8001AA
S7118,424584
TG600,880050
SU1459,424380
JL2903,84C324
K4583,A954CA
ZH9631,780F75
R3501,4249B9
CI641,8991C1
VN220,888053
KA212,780A5A
KE681,71C227
BR807,899055
SS910,39E48D
TK709,4BA933
ET601,040033
CZ611,780769
ZH9926,780437
FV5601,424354
MF8006,780AC9
BL511,88803C
G9820,89633B
9W762,800C80
VN223,8880F8
CZ3091,7802E1
NH59,86789E
EK366,8960F9
MI702,76B4E4
CX503,7801B7
EK816,8963D3
TK815,4BB1E1
AK1520,75022B
CZ6120,780CCD
N42564,424373
XG1350,3C0A46
9C8521,780AD9
SU5436,4000FB
ZH9410,780475
JL552,86EF8A
S7964,4240CB
6J73,86D215
AK9357,75006E
MU775,780F40
7C3102,71C064
AI3449,8004A7
I51567,800B40
9W579,800C54
SU5607,400150
S7124,4243CC
JL540,850E36
EK976,896121
FM9367,780FBC
TV6019,7809D1
CZ3459,780D3F
CA757,7BF014
CX523,780129
MU5820,7803EB
KA208,780184
BA8,4007FA
BI421,895054
NH935,861BCA
CA4163,7BB0FE
SG153,80070E
U6652,4242B3
TG671,887802
BC772,868043
DJ2,8408CC
6E339,800BDF
RS761,71BA12
AK732,7502BC
CI721,899000
CI220,8991C0
CA1895,7805A0
